Colaborador,Suggestion ID,Correction ID,Product ID,Ver PDP,Dominio,Seccion,Accion,Atributo,Valor actual,Valor sugerido,URL imagen sugerida,Decision esperada,Decision respondida,Coincide decision,Codigo esperado,Codigo respondido,Coincide codigo,Comentario colaborador,Revisado previamente,Fecha de accionado,SCRIPT,COLAB,Comentario,TL auditor,Difiere S/C
ESGUADAL,Netkel-AJL,861678303,MLA25368455,https://www.mercadolibre.com.ar/p/MLA25368455,FLOOR_PAINTS,attribute,UPDATE,LINE,Recufloor Protector Acrílico,Recufloor Protector,,RECHAZO,APROBACION,NO,E-REL,,NO,,SI,6/05/2026 14:23:24,,,,,
ESGUADAL,Netkel-AJL,861678305,MLA25368455,https://www.mercadolibre.com.ar/p/MLA25368455,FLOOR_PAINTS,main_features,ADD,,,Apto para alto tránsito en interiores y exteriores.,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:23:24,,,,,
ESGUADAL,Netkel-AJL,861678306,MLA25368455,https://www.mercadolibre.com.ar/p/MLA25368455,FLOOR_PAINTS,title,UPDATE,,Recufloor Protector Acrílico Transparente 5 lts Sinteplast,Recufloor Protector Acrílico Transparente 5 lts Sinteplast Brillante Unidad 5 L,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:23:25,,,,,
YAPORTAS,Netkel-AMO,354626229,MLA37938105,https://www.mercadolibre.com.ar/p/MLA37938105,MICROPHONES,image,ADD,,,,https://drive.google.com/file/d/1tfypsP_FI_DRVHqilxW6I2c9YJMZT0zc/view,RECHAZO,RECHAZO,SI,E-DC,E-DC,SI,,NO,6/05/2026 14:23:27,,,,,
YAPORTAS,Netkel-AMO,354626230,MLA37938105,https://www.mercadolibre.com.ar/p/MLA37938105,MICROPHONES,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_813587-MLA100033373153_122025-F.jpg,RECHAZO,RECHAZO,SI,E-ICN,E-ICN,SI,,NO,6/05/2026 14:23:28,,,,,
YAPORTAS,Netkel-AMO,354626232,MLA37938105,https://www.mercadolibre.com.ar/p/MLA37938105,MICROPHONES,main_features,ADD,,,Peso: 430 g,,APROBACION,APROBACION,SI,,,SI,,NO,6/05/2026 14:23:28,,,,,
YAPORTAS,Netkel-AMO,354626233,MLA37938105,https://www.mercadolibre.com.ar/p/MLA37938105,MICROPHONES,attribute,ADD,INPUT_CONNECTORS,,USB,,APROBACION,APROBACION,SI,,,SI,,NO,6/05/2026 14:23:28,,,,,
YAPORTAS,Netkel-AMO,354626234,MLA37938105,https://www.mercadolibre.com.ar/p/MLA37938105,MICROPHONES,title,UPDATE,,Samson Meteor Mic Usb Studio Micrófono De Condensador,Samson Meteor Mic Usb Studio Micrófono De Condensador cromo.,,APROBACION,APROBACION,SI,,,SI,,NO,6/05/2026 14:23:28,,,,,
SANCJOAQ,Netkel-ANE,881938614,MLA26028543,https://www.mercadolibre.com.ar/p/MLA26028543,MOUSE_PADS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_713082-MLA95649129282_102025-F.jpg,RECHAZO,APROBACION,NO,E-ICN,,NO,,SI,6/05/2026 14:23:34,,,,,
SANCJOAQ,Netkel-ANE,881938615,MLA26028543,https://www.mercadolibre.com.ar/p/MLA26028543,MOUSE_PADS,title,UPDATE,,Mouse Mat Gaming Razer Strider - Hybrid - Xxl Color Negro,Mouse Mat Gaming Razer Strider Hybrid XXL Negro con envío gratis y 12 cuotas sin interés,,RECHAZO,RECHAZO,SI,E-DV,E-DV,SI,,SI,6/05/2026 14:23:34,,,,,
SANCJOAQ,Netkel-ANE,881938616,MLA26028543,https://www.mercadolibre.com.ar/p/MLA26028543,MOUSE_PADS,description,UPDATE,,Es tan fácil deslizar el mouse. Con tu Razer Strider podrás llenar la pantalla de tu ordenador de clicks. Su elaborada superficie le dará precisión y comodidad a tus movimientos.,Es tan fácil deslizar el mouse. Con tu Razer Strider podrás llenar la pantalla de tu ordenador de clicks. Su elaborada superficie de poliéster le dará precisión y comodidad a tus movimientos.,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:23:34,,,,,
SANCJOAQ,Netkel-ANE,881938617,MLA26028543,https://www.mercadolibre.com.ar/p/MLA26028543,MOUSE_PADS,main_features,ADD,,,Diseñado para gaming.,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:23:34,,,,,
JOASTORI,Netkel-AEW,641394238,MLA26883797,https://www.mercadolibre.com.ar/p/MLA26883797,SAFETY_CONES,image,ADD,,,,https://drive.google.com/file/d/1itfYmr991oPy-BHKd8e31Cnx8WyI2ZQv/view,RECHAZO,RECHAZO,SI,E-DC,E-DC,SI,,SI,6/05/2026 14:23:43,,,,,
JOASTORI,Netkel-AEW,641394239,MLA26883797,https://www.mercadolibre.com.ar/p/MLA26883797,SAFETY_CONES,title,UPDATE,,Cono Vial Ever Safe Semi Flexible 75cm Base Rigida Pesada Color Naranja,Cono Vial Ever Safe Semi Flexible 75cm Base Rígida Pesada Naranja con envío gratis,,RECHAZO,RECHAZO,SI,E-DV,E-DV,SI,,SI,6/05/2026 14:23:43,,,,,
JOASTORI,Netkel-AEW,641394240,MLA26883797,https://www.mercadolibre.com.ar/p/MLA26883797,SAFETY_CONES,image,ADD,,,,https://drive.google.com/file/d/1JQy2KqBJV3Asfx6T6W6rQNqVtkjgeHZL/view,RECHAZO,RECHAZO,SI,E-DV,E-DV,SI,,SI,6/05/2026 14:23:43,,,,,
JOASTORI,Netkel-AEW,641394241,MLA26883797,https://www.mercadolibre.com.ar/p/MLA26883797,SAFETY_CONES,attribute,UPDATE,BRAND,Ever Safe,Ever,,RECHAZO,RECHAZO,SI,E-REL,E-REL,SI,,SI,6/05/2026 14:23:44,,,,,
JOASTORI,Netkel-AEW,989006379,MLA26883797,https://www.mercadolibre.com.ar/p/MLA26883797,SAFETY_CONES,image,REORDER,,https://http2.mlstatic.com/D_NQ_NP_890950-MLA99700689584_122025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_863533-MLA84845572997_052025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_762669-MLA84547526098_052025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_638968-MLA96099197479_102025-F.jpg,https://http2.mlstatic.com/D_NQ_NP_762669-MLA84547526098_052025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_890950-MLA99700689584_122025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_863533-MLA84845572997_052025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_638968-MLA96099197479_102025-F.jpg,,RECHAZO,APROBACION,NO,E-FI,,NO,,SI,6/05/2026 14:23:44,,,,,
DAIPEREY,Netkel-AZO,854804871,MLA55848403,https://www.mercadolibre.com.ar/p/MLA55848403,BOOTS_AND_BOOTIES,image,ADD,,,,https://drive.google.com/file/d/1Iw7XUBVzLEm55IHbV3zfx1F-Yl6tKScD/view,RECHAZO,RECHAZO,SI,E-QR,E-QR,SI,,NO,6/05/2026 14:23:55,,,,,
DAIPEREY,Netkel-AZO,972543059,MLA55848403,https://www.mercadolibre.com.ar/p/MLA55848403,BOOTS_AND_BOOTIES,main_features,ADD,,,"Disponible en talle 36, 37, 39, 40 y 41 - Negro liso",,RECHAZO,RECHAZO,SI,E-MUL,E-MUL,SI,,SI,6/05/2026 14:23:56,,,,,
ESGUADAL,Netkel-AJP,961531511,MLA66840700,https://www.mercadolibre.com.ar/p/MLA66840700,HATS_AND_CAPS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_755233-MLA109034778471_032026-F.jpg,RECHAZO,APROBACION,NO,E-IPDP,,NO,,SI,6/05/2026 14:24:13,OK,NOT OK,,ext_cecignol,SI
ESGUADAL,Netkel-AJP,961531512,MLA66840700,https://www.mercadolibre.com.ar/p/MLA66840700,HATS_AND_CAPS,title,UPDATE,,Gorra Argentina Mundial Visera Sol Bandera Verano Cap Unisex Gris Oscuro Unico Sol,Gorra Argentina Mundial Visera Sol Bandera Verano Cap Unisex Gris Oscuro Unico Sol con envío gratis,,RECHAZO,RECHAZO,SI,E-DV,E-DV,SI,,SI,6/05/2026 14:24:13,OK,OK,,,NO
ESGUADAL,Netkel-AJP,984233156,MLA66840700,https://www.mercadolibre.com.ar/p/MLA66840700,HATS_AND_CAPS,image,REORDER,,https://http2.mlstatic.com/D_NQ_NP_755233-MLA109034778471_032026-F.jpg | https://http2.mlstatic.com/D_NQ_NP_816398-MLA109034838525_032026-F.jpg | https://http2.mlstatic.com/D_NQ_NP_689406-MLA109034868567_032026-F.jpg,https://http2.mlstatic.com/D_NQ_NP_689406-MLA109034868567_032026-F.jpg | https://http2.mlstatic.com/D_NQ_NP_755233-MLA109034778471_032026-F.jpg | https://http2.mlstatic.com/D_NQ_NP_816398-MLA109034838525_032026-F.jpg,,RECHAZO,APROBACION,NO,E-FI,,NO,,SI,6/05/2026 14:24:14,NOT OK,OK,"Se ve el prod de frente y con calidad, la imagen original tampoco tenia fondo blanco",,SI
IGJEREZ,Netkel-ACA,642831335,MLA18437529,https://www.mercadolibre.com.ar/p/MLA18437529,VIDEO_GAMES,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_788123-MLA95971413278_102025-F.jpg,RECHAZO,RECHAZO,SI,E-ICN,E-ICN,SI,,SI,6/05/2026 14:24:21,,,,,
IGJEREZ,Netkel-ACA,642831336,MLA18437529,https://www.mercadolibre.com.ar/p/MLA18437529,VIDEO_GAMES,attribute,UPDATE,EDITION,Standard Edition,Standard,,RECHAZO,APROBACION,NO,E-REL,,NO,,SI,6/05/2026 14:24:21,,,,,
IGJEREZ,Netkel-ACA,642831337,MLA18437529,https://www.mercadolibre.com.ar/p/MLA18437529,VIDEO_GAMES,description,UPDATE,,FIFA es el videojuego de fútbol más vendido de la actualidad y con más de 25 años de desarrollo. Vas a poder jugar con tus equipos y futbolistas preferidos en diversos modos. ¡Preparate para convertirte en campeón de todas las copas y torneos!,FIFA es el videojuego de fútbol más vendido de la actualidad y con más de 25 años de desarrollo. Vas a poder jugar con tus equipos y futbolistas preferidos en diversos modos. Esta edición Standard Edition de FIFA 22 para PlayStation 5 ofrece una experiencia de fútbol renovada para disfrutar solo o con amigos. ¡Preparate para convertirte en campeón de todas las copas y torneos!,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:24:21,,,,,
IGJEREZ,Netkel-ACA,642831338,MLA18437529,https://www.mercadolibre.com.ar/p/MLA18437529,VIDEO_GAMES,main_features,ADD,,,Hasta 4 jugadores offline,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:24:22,,,,,
FLMONTEN,Netkel-AAO,361246928,MLA27838169,https://www.mercadolibre.com.ar/p/MLA27838169,SPORT_AND_BAZAAR_BOTTLES,image,ADD,,,,https://drive.google.com/file/d/1kLFuFYmqCZswSfGIIjwNFiPcbQYpm-wn/view,RECHAZO,RECHAZO,SI,E-QR,E-QR,SI,,SI,6/05/2026 14:24:47,,,,,
FLMONTEN,Netkel-AAO,361246929,MLA27838169,https://www.mercadolibre.com.ar/p/MLA27838169,SPORT_AND_BAZAAR_BOTTLES,attribute,UPDATE,COLOR,BLANCO/NEG,680 mL,,RECHAZO,RECHAZO,SI,E-COH,E-COH,SI,,SI,6/05/2026 14:24:47,,,,,
FRANCOF,Netkel-BPB,253634591,MLA35914509,https://www.mercadolibre.com.ar/p/MLA35914509,POOL_PAINTS,image,ADD,,,,https://drive.google.com/file/d/1An5wHUscOzBa_OkpWliFsIKArP_QkNjY/view,RECHAZO,RECHAZO,SI,E-QR,E-QR,SI,,NO,6/05/2026 14:24:55,,,,,
FRANCOF,Netkel-BPB,253634592,MLA35914509,https://www.mercadolibre.com.ar/p/MLA35914509,POOL_PAINTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_697133-MLU75857546905_042024-F.jpg,RECHAZO,APROBACION,NO,E-IPDP,,NO,,NO,6/05/2026 14:24:55,OK,NOT OK,,,SI
FLTANGOR,Netkel-AOP,538719265,MLA27710689,https://www.mercadolibre.com.ar/p/MLA27710689,NOTEBOOKS,image,ADD,,,,https://drive.google.com/file/d/1jV3Q85HHJHb8_CN4RypDnazIyMVfC-8W/view,RECHAZO,RECHAZO,SI,E-QR,E-QR,SI,No se acepta la imagen dado que posee un QR. Se aceptan el resto de los cambios dado que corresponde a la pdp,SI,6/05/2026 14:25:12,,,,,
FLTANGOR,Netkel-AOP,538719267,MLA27710689,https://www.mercadolibre.com.ar/p/MLA27710689,NOTEBOOKS,title,UPDATE,,Notebook Lenovo Legion 5 Ryzen 7 16gb 1tb 128gb Ssd Rtx2060 Color Phantom Black,Notebook Lenovo Legion 5 Ryzen 7 16gb 1tb 128gb Ssd Rtx2060 Color Phantom Black 144 Hz 1920 px x 1080 px AMD Ryzen 7 4800H Windows 10 Home NVIDIA,,APROBACION,APROBACION,SI,,,SI,No se acepta la imagen dado que posee un QR. Se aceptan el resto de los cambios dado que corresponde a la pdp,SI,6/05/2026 14:25:12,,,,,
FLTANGOR,Netkel-AOP,538719268,MLA27710689,https://www.mercadolibre.com.ar/p/MLA27710689,NOTEBOOKS,main_features,ADD,,,"Pantalla LED de 15,6"" Full HD (1920x1080).",,APROBACION,APROBACION,SI,,,SI,No se acepta la imagen dado que posee un QR. Se aceptan el resto de los cambios dado que corresponde a la pdp,SI,6/05/2026 14:25:12,,,,,
TOVULCAN,Netkel-AOR,142146105,MLA66551069,https://www.mercadolibre.com.ar/p/MLA66551069,OFFICE_CHAIRS,attribute,UPDATE,BRAND,Sillas de Outlet,ErgoNube Home,,RECHAZO,RECHAZO,SI,E-NCP,E-NCP,SI,,SI,6/05/2026 14:25:30,,,,,
TOVULCAN,Netkel-AOR,142146106,MLA66551069,https://www.mercadolibre.com.ar/p/MLA66551069,OFFICE_CHAIRS,attribute,UPDATE,MODEL,Fresa,Brisa Nova XR,,RECHAZO,RECHAZO,SI,E-NCP,E-NCP,SI,,SI,6/05/2026 14:25:30,,,,,
TOVULCAN,Netkel-AOR,142146107,MLA66551069,https://www.mercadolibre.com.ar/p/MLA66551069,OFFICE_CHAIRS,title,UPDATE,,Silla De Escritorio Blanca Ergonómica Fresa Respaldo Mesh Celeste Cuero Sintético,Silla De Escritorio Blanca Ergonómica ErgoNube Home Brisa Nova XR Respaldo Mesh Celeste Cuero Sintético,,RECHAZO,RECHAZO,SI,E-NCP,E-NCP,SI,,SI,6/05/2026 14:25:30,,,,,
TOVULCAN,Netkel-AOR,142146108,MLA66551069,https://www.mercadolibre.com.ar/p/MLA66551069,OFFICE_CHAIRS,description,ADD,,,"La silla de escritorio ErgoNube Home Brisa Nova XR combina un diseño ergonómico con respaldo mesh para una ventilación constante durante la jornada. Su tapizado en cuero sintético facilita la limpieza y aporta un acabado moderno. Ideal para home office, ofrece una postura cómoda con estética blanca y detalles en color celeste.",,RECHAZO,RECHAZO,SI,E-NCP,E-NCP,SI,,SI,6/05/2026 14:25:31,,,,,
JOASTORI,Netkel-AFC,264481748,MLA63351552,https://www.mercadolibre.com.ar/p/MLA63351552,STUFFED_PET_TOYS,image,ADD,,,,https://drive.google.com/file/d/177teGFoXpfVSnpS74DlfOH8xQD5t9O81/view,RECHAZO,RECHAZO,SI,E-QR,E-QR,SI,,SI,6/05/2026 14:25:36,,,,,
JOASTORI,Netkel-AFC,264481749,MLA63351552,https://www.mercadolibre.com.ar/p/MLA63351552,STUFFED_PET_TOYS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_728612-MLA101417894952_122025-F.jpg,RECHAZO,RECHAZO,SI,E-ICN,E-ICN,SI,,SI,6/05/2026 14:25:36,,,,,
JOASTORI,Netkel-AFC,264481750,MLA63351552,https://www.mercadolibre.com.ar/p/MLA63351552,STUFFED_PET_TOYS,title,UPDATE,,Juguete Peluche Para Perro Gigwi Friendz Plush Squeaker 33cm Rojo Apple Bunny,Juguete Peluche Para Perro Gigwi Friendz Plush Squeaker 33cm Rojo Apple Bunny - PUPPYSHOP,,RECHAZO,RECHAZO,SI,E-DC,E-DC,SI,,SI,6/05/2026 14:25:37,,,,,
JOASTORI,Netkel-AFC,264481752,MLA63351552,https://www.mercadolibre.com.ar/p/MLA63351552,STUFFED_PET_TOYS,image,ADD,,,,https://drive.google.com/file/d/1W142cT6ZjR3TL-zZteVJYHXlt43a3zeF/view,RECHAZO,RECHAZO,SI,E-DC,E-DC,SI,,SI,6/05/2026 14:25:37,,,,,
JOASTORI,Netkel-AFC,989006377,MLA63351552,https://www.mercadolibre.com.ar/p/MLA63351552,STUFFED_PET_TOYS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_728815-MLA99501111024_112025-F.jpg,RECHAZO,RECHAZO,SI,E-IMGI,E-IMGI,SI,,SI,6/05/2026 14:25:38,,,,,
FLAGUSTI,Netkel-BAR,475510815,MLA22801570,https://www.mercadolibre.com.ar/p/MLA22801570,AQUARIUM_FILTERS,image,ADD,,,,https://drive.google.com/file/d/1jWi4YyGHE73Xd3sa3Sy5OJ89HTOlJ5hK/view,RECHAZO,RECHAZO,SI,E-DC,E-DC,SI,,SI,6/05/2026 14:25:56,,,,,
FLAGUSTI,Netkel-BAR,475510816,MLA22801570,https://www.mercadolibre.com.ar/p/MLA22801570,AQUARIUM_FILTERS,title,UPDATE,,Filtro Externo Cascada Peceras Acuario 150l/h Boyu Wf2015,"Filtro Externo Cascada Boyu WF2015 150l/h para Peceras Acuario, envío gratis",,RECHAZO,RECHAZO,SI,E-DV,E-DV,SI,,SI,6/05/2026 14:25:57,,,,,
FLAGUSTI,Netkel-BAR,475510817,MLA22801570,https://www.mercadolibre.com.ar/p/MLA22801570,AQUARIUM_FILTERS,image,ADD,,,,https://drive.google.com/file/d/1qar-MGsTDMiz-R1nU_6te0A9jVCVPE9z/view,RECHAZO,RECHAZO,SI,E-DV,E-DV,SI,,SI,6/05/2026 14:25:57,,,,,
JOASTORI,Netkel-AFF,452313624,MLA19001570,https://www.mercadolibre.com.ar/p/MLA19001570,SNEAKERS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_807214-MLA49272515113_032022-F.jpg,RECHAZO,RECHAZO,SI,E-IPDP,E-IPDP,SI,,SI,6/05/2026 14:26:08,,,,,
JOASTORI,Netkel-AFF,452313625,MLA19001570,https://www.mercadolibre.com.ar/p/MLA19001570,SNEAKERS,attribute,UPDATE,COLOR,Black/White,39 AR,,RECHAZO,RECHAZO,SI,E-COH,E-COH,SI,,SI,6/05/2026 14:26:08,,,,,
ENSOLE,Netkel-ADA,576954730,MLA41990451,https://www.mercadolibre.com.ar/p/MLA41990451,TEXTURE_COATINGS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_980804-MLA99481601392_112025-F.jpg,RECHAZO,RECHAZO,SI,E-ICN,E-ICN,SI,"La imagen sugerida como Portada, corresponde con el color 'Marrón Cubano', pero la PDP está definida en 'Rojo Criollo', por lo que debe ser eliminada la imagen sugerida como portada.",SI,6/05/2026 14:26:10,,,,,
ENSOLE,Netkel-ADA,576954731,MLA41990451,https://www.mercadolibre.com.ar/p/MLA41990451,TEXTURE_COATINGS,title,UPDATE,,Revoque Acrílico Terplast Rodillable 25kg Tersuave - Color Rojo Criollo,"Revoque Acrílico Terplast Rodillable 25kg Tersuave Color Rojo Criollo, envío gratis",,RECHAZO,RECHAZO,SI,E-DV,E-DV,SI,"La imagen sugerida como Portada, corresponde con el color 'Marrón Cubano', pero la PDP está definida en 'Rojo Criollo', por lo que debe ser eliminada la imagen sugerida como portada.",SI,6/05/2026 14:26:10,,,,,
ENSOLE,Netkel-ADA,576954733,MLA41990451,https://www.mercadolibre.com.ar/p/MLA41990451,TEXTURE_COATINGS,main_features,ADD,,,Espesor de recubrimiento medio,,APROBACION,APROBACION,SI,,,SI,"La imagen sugerida como Portada, corresponde con el color 'Marrón Cubano', pero la PDP está definida en 'Rojo Criollo', por lo que debe ser eliminada la imagen sugerida como portada.",SI,6/05/2026 14:26:10,,,,,
ENSOLE,Netkel-ADA,661296430,MLA41990451,https://www.mercadolibre.com.ar/p/MLA41990451,TEXTURE_COATINGS,image,REORDER,,https://http2.mlstatic.com/D_NQ_NP_980804-MLA99481601392_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_712781-MLA97973104897_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_898757-MLA97972649517_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_655361-MLA97972837589_112025-F.jpg,https://http2.mlstatic.com/D_NQ_NP_712781-MLA97973104897_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_980804-MLA99481601392_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_898757-MLA97972649517_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_655361-MLA97972837589_112025-F.jpg,,RECHAZO,RECHAZO,SI,E-FI,E-FI,SI,"La imagen sugerida como Portada, corresponde con el color 'Marrón Cubano', pero la PDP está definida en 'Rojo Criollo', por lo que debe ser eliminada la imagen sugerida como portada.",SI,6/05/2026 14:26:11,,,,,
SANCJOAQ,Netkel-ANB,521359675,MLA67512293,https://www.mercadolibre.com.ar/p/MLA67512293,SNEAKERS,image,ADD,,,,https://drive.google.com/file/d/1C_9kMMf4b52i_Zb-q906KUlljf1jnrzl/view,RECHAZO,RECHAZO,SI,E-QR,E-DUPA,NO,Merge a ID 68217284,SI,6/05/2026 14:26:21,,,,,
SANCJOAQ,Netkel-ANB,521359676,MLA67512293,https://www.mercadolibre.com.ar/p/MLA67512293,SNEAKERS,attribute,UPDATE,MODEL,Quarter Cs Kids 32,Quarter Cs,,RECHAZO,RECHAZO,SI,E-REL,E-DUPA,NO,Merge a ID 68217284,SI,6/05/2026 14:26:21,,,,,
SANCJOAQ,Netkel-ANB,881938619,MLA67512293,https://www.mercadolibre.com.ar/p/MLA67512293,SNEAKERS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_829938-MLA109449445522_042026-F.jpg,RECHAZO,RECHAZO,SI,E-IMGI,E-DUPA,NO,Merge a ID 68217284,SI,6/05/2026 14:26:21,,,,,
FAGAGLIA,Netkel-AQN,392691920,MLA57699331,https://www.mercadolibre.com.ar/p/MLA57699331,VINYL_ROLLS_AND_SHEETS,attribute,UPDATE,BRAND,Decowall,MuroFlex,,RECHAZO,RECHAZO,SI,E-NCP,E-NCP,SI,,SI,6/05/2026 14:26:27,,,,,
FAGAGLIA,Netkel-AQN,392691921,MLA57699331,https://www.mercadolibre.com.ar/p/MLA57699331,VINYL_ROLLS_AND_SHEETS,attribute,UPDATE,MODEL,Autoadhesiva,Pegafácil 3D StoneGrid,,RECHAZO,RECHAZO,SI,E-NCP,E-NCP,SI,,SI,6/05/2026 14:26:27,,,,,
FAGAGLIA,Netkel-AQN,392691922,MLA57699331,https://www.mercadolibre.com.ar/p/MLA57699331,VINYL_ROLLS_AND_SHEETS,attribute,UPDATE,COLOR,Lajas Gray,Pizarra Humo,,RECHAZO,RECHAZO,SI,E-NCP,E-NCP,SI,,SI,6/05/2026 14:26:28,,,,,
FAGAGLIA,Netkel-AQN,392691923,MLA57699331,https://www.mercadolibre.com.ar/p/MLA57699331,VINYL_ROLLS_AND_SHEETS,title,UPDATE,,Pared Decowall Placa Auto-adhesiva! 3d! Por 4 Placas! Color Lajas Gray,Pared MuroFlex Placa Pegafácil 3D StoneGrid Auto-adhesiva Por 4 Placas Color Pizarra Humo,,RECHAZO,RECHAZO,SI,E-NCP,E-NCP,SI,,SI,6/05/2026 14:26:28,,,,,
AGFASSON,Netkel-ALN,808049250,MLA26954951,https://www.mercadolibre.com.ar/p/MLA26954951,BABY_PLATES,image,ADD,,,,https://drive.google.com/file/d/1ITqp11tXVkeQjJ9VplhorwiR2Vgy5B3i/view,RECHAZO,RECHAZO,SI,E-QR,E-QR,SI,,SI,6/05/2026 14:26:51,,,,,
AGFASSON,Netkel-ALN,808049251,MLA26954951,https://www.mercadolibre.com.ar/p/MLA26954951,BABY_PLATES,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_830090-MLA100851075549_122025-F.jpg,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:26:51,,,,,
AGFASSON,Netkel-ALN,808049252,MLA26954951,https://www.mercadolibre.com.ar/p/MLA26954951,BABY_PLATES,attribute,UPDATE,COLOR,Rosa chicle,1 cm,,RECHAZO,RECHAZO,SI,E-COH,E-COH,SI,,SI,6/05/2026 14:26:51,,,,,
JULIEFLO,Netkel-BAT,804674903,MLA36227619,https://www.mercadolibre.com.ar/p/MLA36227619,FOOTBALL_BALLS,attribute,UPDATE,COLOR,Blanco,Turquesa Metálico,,RECHAZO,APROBACION,NO,E-NCP,,NO,,SI,6/05/2026 14:26:57,OK,NOT OK,,ext_cecignol,SI
JULIEFLO,Netkel-BAT,804674904,MLA36227619,https://www.mercadolibre.com.ar/p/MLA36227619,FOOTBALL_BALLS,attribute,UPDATE,BALL_SIZE,5,47,,RECHAZO,APROBACION,NO,E-NCP,,NO,,SI,6/05/2026 14:26:57,OK,NOT OK,,,SI
JULIEFLO,Netkel-BAT,804674905,MLA36227619,https://www.mercadolibre.com.ar/p/MLA36227619,FOOTBALL_BALLS,title,UPDATE,,Balón de fútbol Sala Penalty Max 1000 Xxiv,Balón de fútbol Sala Penalty Max 1000 Xxiv Turquesa Metálico Talle 47,,RECHAZO,APROBACION,NO,E-NCP,,NO,,SI,6/05/2026 14:26:57,OK,NOT OK,,,SI
JOASTORI,Netkel-AFH,473415078,MLA56000326,https://www.mercadolibre.com.ar/p/MLA56000326,DISPOSABLE_CUPS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_861590-MLA95086787296_102025-F.jpg,RECHAZO,RECHAZO,SI,E-ICN,E-ICN,SI,,SI,6/05/2026 14:27:06,,,,,
JOASTORI,Netkel-AFH,473415080,MLA56000326,https://www.mercadolibre.com.ar/p/MLA56000326,DISPOSABLE_CUPS,title,UPDATE,,15 Vasos Luminosos Led Con Sorbete Neon 15 Años Eventos Color Cristal,15 Vasos Luminosos Led Con Sorbete Neon 15 Años Eventos Color Cristal Centraled Trago Largo Led 330 mL Pack 15,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:27:06,,,,,
JOASTORI,Netkel-AFH,473415081,MLA56000326,https://www.mercadolibre.com.ar/p/MLA56000326,DISPOSABLE_CUPS,main_features,ADD,,,Color cristal.,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:27:07,,,,,
FLTANGOR,Netkel-AOH,504378331,MLA59560569,https://www.mercadolibre.com.ar/p/MLA59560569,KITCHEN_POTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_820746-MLA95507464251_102025-F.jpg,RECHAZO,RECHAZO,SI,E-IPDP,E-IPDP,SI,"Se rechaza la imagen dado que ya se encuentra en la pdp y generaria una imagen duplicada. No se acepta el cambio en MODEL dado que no corresponde al campo (corresponderia al atributo ""capacidad"")",SI,6/05/2026 14:27:10,,,,,
FLTANGOR,Netkel-AOH,504378332,MLA59560569,https://www.mercadolibre.com.ar/p/MLA59560569,KITCHEN_POTS,attribute,UPDATE,MODEL,24,5.5 L,,RECHAZO,RECHAZO,SI,E-COH,E-COH,SI,"Se rechaza la imagen dado que ya se encuentra en la pdp y generaria una imagen duplicada. No se acepta el cambio en MODEL dado que no corresponde al campo (corresponderia al atributo ""capacidad"")",SI,6/05/2026 14:27:10,,,,,
